date,month,year,country,customer_name,group_1,group_2,packaging,rm_size,soup,order_unit,order_cups,cups_per_unit,production
,04,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Minced WT,Cooked Wonton,135g*12,BK,Regular,200,2400,12.0,
,04,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Minced WT,Cooked Wonton,135g*12,BK,Regular,50,600,12.0,
,04,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Minced WT,Cooked Wonton,135g*12,BK,Regular,350,4200,12.0,
,04,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Minced NDE,Cooked Wonton,191g*12,BK,Regular,200,2400,12.0,
,04,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Minced NDE,Cooked Wonton,191g*12,BK,Regular,50,600,12.0,
,03,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton NDE,Cooked Wonton,226g*12,M,Regular,500,6000,12.0,
,04,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton NDE,Cooked Wonton,226g*12,M,Regular,500,6000,12.0,
,03,2026,.7-11,CPFGS,E+NDเส้นมัน+หมาล่า,Cooked Wonton,250g*24,SS,หมาล่า,853,20472,24.0,
20,04,2026,Japan,CPF JAPAN,R-Minced,Raw Wonton,500g*10inner*2C/B,BK,-,224,4480,20.0,
,03,2026,.7-11,ถ้วยใหม่,Wonton,Cooked Wonton,130g*24,SS,Regular,2955,70920,24.0,
,03,2026,.7-11,CPFGS,Wonton ND+เย็นตาโฟ,Cooked Wonton,225g*12,BK,เย็นตาโฟ,1344,16128,12.0,
24,03,2026,Malay,CPM Malaysia,R-Wonton egg past,Raw Wonton,154g*20inner,S,ซุปซอง 5g.,350,7000,20.0,
23,03,2026,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,630g*10inner,S,ซุปซอง 5g.,427,4270,10.0,
,03,2026,.7-11,ถ้วยใหม่,Wonton,Cooked Wonton,130g*24,SS,Regular,2474,59376,24.0,
,03,2026,.7-11,CPFGS,Wonton ND+เย็นตาโฟ,Cooked Wonton,225g*12,BK,เย็นตาโฟ,1435,17220,12.0,
23,03,2026,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,630g*10inner,S,ซุปซอง 5g.,732,7320,10.0,
24,03,2026,Malay,CPM Malaysia,Wonton+TY,Cooked Wonton,115g*24,M,TYTB3C 30G,800,19200,24.0,
24,03,2026,Malay,CPM Malaysia,Wonton,Cooked Wonton,145g*24,M,Regular,1000,24000,24.0,
,03,2026,.7-11,ถ้วยใหม่,Wonton,Cooked Wonton,130g*24,SS,Regular,1546,37104,24.0,
26,03,2026,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,792,28512,36.0,
25,03,2026,SG,CP FOODS SINGAPORE PTE. LTD,Wonton ND+V,Cooked Wonton,219g*24,HC,ซุปซอง 10g.,250,6000,24.0,
23,03,2026,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,630g*10inner,S,ซุปซอง 5g.,742,7420,10.0,
,03,2026,.7-11,ถ้วยใหม่,Wonton,Cooked Wonton,130g*24,SS,Regular,1957,46968,24.0,
10,04,2026,CAN,Bellisio Foods Canada,Minced ND,Cooked Wonton,258g*12,BK,Regular,2600,31200,12.0,
23,03,2026,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,630g*10inner,S,ซุปซอง 5g.,155,1550,10.0,
27,04,2026,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,630g*10inner,S,ซุปซอง 5g.,40,400,10.0,
24,03,2026,HK,CPM Hongkong,R-Wonton egg past,Raw Wonton,101g*18in,S,ซุปซอง 5g.,1200,21600,18.0,
,03,2026,.7-11,ถ้วยใหม่,Wonton,Cooked Wonton,130g*24,SS,Regular,1807,43368,24.0,
,04,2026,.7-11,ถ้วยใหม่,Wonton,Cooked Wonton,130g*24,SS,Regular,105,2520,24.0,
,04,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton,Cooked Wonton,90g*3B*6B,M,ซุปซอง 5g.,1700,30600,18.0,
,03,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton TY,Cooked Wonton,143g*12,SS,TYNSF,46,552,12.0,
,04,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton TY,Cooked Wonton,143g*12,SS,TYNSF,600,7200,12.0,
,04,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton TY,Cooked Wonton,143g*12,SS,TYNSF,400,4800,12.0,
24,03,2026,HK,CPM Hongkong,R-Minced egg past,Raw Wonton,90g*18in,BK,ซุปซอง 5g.,700,12600,18.0,
25,03,2026,SG,CP FOODS SINGAPORE PTE. LTD,R-Minced egg past,Raw Wonton,90g*18in,BK,ซุปซอง 5g.,1000,18000,18.0,
25,03,2026,SG,CP FOODS SINGAPORE PTE. LTD,R-Wonton egg past,Raw Wonton,194g*20in,JB,ซุปซอง 5g.,250,5000,20.0,
,03,2026,.7-11,CPFGS,Wonton ND+เย็นตาโฟ,Cooked Wonton,225g*12,BK,เย็นตาโฟ,6,72,12.0,
,04,2026,.7-11,CPFGS,Wonton ND+เย็นตาโฟ,Cooked Wonton,225g*12,BK,เย็นตาโฟ,607,7284,12.0,
,04,2026,.7-11,Seven ถ้วยดำ,E+Wonton,Cooked Wonton,145g*24,M,Regular,3513,84312,24.0,
25,03,2026,SG,CP FOODS SINGAPORE PTE. LTD,R-Wonton egg past,Raw Wonton,154g*20in,S,ซุปซอง 5g.,1000,20000,20.0,
20,04,2026,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,630g*10inner,S,ซุปซอง 5g.,95,950,10.0,
,04,2026,.7-11,Seven ถ้วยดำ,E+Wonton,Cooked Wonton,145g*24,M,Regular,4819,115656,24.0,
20,04,2026,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,630g*10inner,S,ซุปซอง 5g.,729,7290,10.0,
25,03,2026,SG,CP FOODS SINGAPORE PTE. LTD,Minced ND+หมาล่า,Cooked Wonton,300g*24,BK,หมาล่า,210,5040,24.0,
25,03,2026,SG,CP FOODS SINGAPORE PTE. LTD,Wonton,Cooked Wonton,145g*24,M,Regular,500,12000,24.0,
25,03,2026,SG,CP FOODS SINGAPORE PTE. LTD,Wonton +TY,Cooked Wonton,115g*24,M,TYTB3C 30G,260,6240,24.0,
25,03,2026,SG,CP FOODS SINGAPORE PTE. LTD,Wonton +TY,Cooked Wonton,115g*24,M,TYTB3C 30G,240,5760,24.0,
,04,2026,.7-11,ถ้วยใหม่,Wonton,Cooked Wonton,130g*24,SS,Regular,3040,72960,24.0,
20,04,2026,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,630g*10inner,S,ซุปซอง 5g.,742,7420,10.0,
,04,2026,.7-11,ถ้วยใหม่,Wonton,Cooked Wonton,130g*24,SS,Regular,2794,67056,24.0,
02,04,2026,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,792,28512,36.0,
26,03,2026,New Zealand,"Lim Brothers Import&Export Co.,Ltd.",Minced ND+V+TK,Cooked Wonton,302g*8,BK,Tomkha+CM,724,5792,8.0,
08,04,2026,USA,"Bellisio Foods, Inc.",R-Wonton no egg,Raw Wonton,580g*10in,S,ซุปซอง 5g.,100,1000,10.0,
08,04,2026,USA,"Bellisio Foods, Inc.",R-Wonton no egg,Raw Wonton,580g*10in,S,ซุปซอง 5g.,100,1000,10.0,
20,04,2026,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,630g*10inner,S,ซุปซอง 5g.,450,4500,10.0,
,04,2026,.7-11,ถ้วยใหม่,Wonton,Cooked Wonton,130g*24,SS,Regular,858,20592,24.0,
08,04,2026,Malay,CPM Malaysia,Wonton,Cooked Wonton,145g*24,M,Regular,900,21600,24.0,
08,04,2026,Malay,CPM Malaysia,Wonton+TY,Cooked Wonton,115g*24,M,TYTB3C 30G,800,19200,24.0,
07,04,2026,UK,Westbridge Foods Limited (One UK),Wonton+TY,Cooked Wonton,147g*8,M,TYEXSG+CO,5148,41184,8.0,
08,04,2026,Malay,CPM Malaysia,R-Wonton egg past,Raw Wonton,154g*20inner,S,ซุปซอง 5g.,350,7000,20.0,
08,04,2026,Malay,CPM Malaysia,R-Wonton egg past,Raw Wonton,126g*18in,S,TYTB3C 30G,200,3600,18.0,
01,04,2026,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,750g*10inner,S,ซุปซอง 5g.,357,3570,10.0,
,04,2026,.7-11,CPFGS,Wonton ND+เย็นตาโฟ,Cooked Wonton,225g*12,BK,เย็นตาโฟ,1835,22020,12.0,
,04,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton,Cooked Wonton,145g*12,M,Regular,12,144,12.0,
,04,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton,Cooked Wonton,145g*12,M,Regular,3750,45000,12.0,
,04,2026,.7-11,Seven ถ้วยดำ,E+Wonton,Cooked Wonton,145g*24,M,Regular,1284,30816,24.0,
01,04,2026,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,750g*10inner,S,ซุปซอง 5g.,618,6180,10.0,
,03,2026,.7-11,CPFGS,E+NDเส้นมัน+หมาล่า,Cooked Wonton,250g*24,SS,หมาล่า,885,21240,24.0,
,04,2026,.7-11,CPFGS,E+NDเส้นมัน+หมาล่า,Cooked Wonton,250g*24,SS,หมาล่า,3314,79536,24.0,
01,04,2026,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,750g*10inner,S,ซุปซอง 5g.,385,3850,10.0,
07,04,2026,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,750g*10inner,S,ซุปซอง 5g.,204,2040,10.0,
,04,2026,.7-11,CPFGS,E+NDเส้นมัน+หมาล่า,Cooked Wonton,250g*24,SS,หมาล่า,4097,98328,24.0,
07,04,2026,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,750g*10inner,S,ซุปซอง 5g.,622,6220,10.0,
,03,2026,MTFS,CPFGS,E+NDเส้นมัน+หมาล่า,Cooked Wonton,250g*12,SS,หมาล่า,1500,18000,12.0,
,04,2026,.7-11,CPFGS,E+NDเส้นมัน+หมาล่า,Cooked Wonton,250g*24,SS,หมาล่า,3423,82152,24.0,
07,04,2026,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,750g*10inner,S,ซุปซอง 5g.,534,5340,10.0,
07,04,2026,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,792,28512,36.0,
07,04,2026,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,792,28512,36.0,
07,04,2026,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,792,28512,36.0,
08,04,2026,USA,"Bellisio Foods, Inc.",Minced ND+V,Cooked Wonton,308g*4c*6in,BK,Y3,170,4080,24.0,
08,04,2026,USA,"Bellisio Foods, Inc.",Minced ND+V,Cooked Wonton,308g*4c*6in,BK,Y3,170,4080,24.0,
21,04,2026,UK,Westbridge Foods Limited (One UK),Minced ND+Kee Mao,Cooked Wonton,300g*6,BK,Kee Mao,2657,15942,6.0,
,04,2026,.7-11,ถ้วยใหม่,Wonton,Cooked Wonton,130g*24,SS,Regular,2122,50928,24.0,
07,04,2026,USA,"Bellisio Foods, Inc.",Minced WT,Cooked Wonton,145g*8,BK,Regular,400,19800,49.5,
08,04,2026,USA,"Bellisio Foods, Inc.",Minced WT,Cooked Wonton,145g*8,BK,Regular,400,19800,49.5,
20,04,2026,CAN,Bellisio Foods Canada,Minced ND,Cooked Wonton,258g*12,BK,Regular,2600,31200,12.0,
27,04,2026,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,750g*10inner,S,ซุปซอง 5g.,550,5500,10.0,
21,04,2026,UK,Westbridge Foods Limited (One UK),Minced ND+Kee Mao,Cooked Wonton,300g*6,BK,Kee Mao,2672,16032,6.0,
07,04,2026,Korea,Consumer Package Commerce,Minced ND,Cooked Wonton,231g*12,BK,Regular,2500,30000,12.0,
,04,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,Wonton ND,Cooked Wonton,227g*12,SS,MK,2500,30000,12.0,
27,04,2026,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,750g*10inner,S,ซุปซอง 5g.,522,5220,10.0,
21,04,2026,UK,Westbridge Foods Limited (One UK),Minced ND+Kee Mao,Cooked Wonton,300g*6,BK,Kee Mao,2671,16026,6.0,
,04,2026,.7-11,ถ้วยใหม่,Wonton,Cooked Wonton,130g*24,SS,Regular,856,20544,24.0,
,05,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton,Cooked Wonton,145g*12,M,Regular,12,144,12.0,
27,04,2026,Laos,บริษัท ปิก้าเทรดดิ้ง จำกัด,E+Wonton,Cooked Wonton,145g*12,M,Regular,100,1200,12.0,
,05,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton,Cooked Wonton,145g*12,M,Regular,2500,30000,12.0,
05,05,2026,USA,"Bellisio Foods, Inc.",R-Wonton no egg,Raw Wonton,580g*10in,S,ซุปซอง 5g.,100,1000,10.0,
05,05,2026,USA,"Bellisio Foods, Inc.",R-Wonton no egg,Raw Wonton,580g*10in,S,ซุปซอง 5g.,100,1000,10.0,
,04,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,R-Wonton no egg,Raw Wonton,220g*12in,SS,-,500,6000,12.0,
27,04,2026,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,750g*10inner,S,ซุปซอง 5g.,195,1950,10.0,
,05,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton NDE,Cooked Wonton,226g*12,M,Regular,500,6000,12.0,
,05,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton NDE,Cooked Wonton,226g*12,M,Regular,500,6000,12.0,
,04,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Minced NDE,Cooked Wonton,191g*12,BK,Regular,200,2400,12.0,
,05,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Minced NDE,Cooked Wonton,191g*12,BK,Regular,200,2400,12.0,
,05,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Minced NDE,Cooked Wonton,191g*12,BK,Regular,70,840,12.0,
,04,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Minced WT,Cooked Wonton,135g*12,BK,Regular,300,3600,12.0,
,04,2026,.7-11,Seven ถ้วยดำ,E+Wonton,Cooked Wonton,145g*24,M,Regular,1846,44304,24.0,
,05,2026,.7-11,Seven ถ้วยดำ,E+Wonton,Cooked Wonton,145g*24,M,Regular,19,456,24.0,
,04,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Wonton,Cooked Wonton,90g*3B*6B,M,ซุปซอง 5g.,1200,21600,18.0,
27,04,2026,Korea,Consumer Package Commerce,R-Wonton egg past,Raw Wonton,750g*10inner,S,ซุปซอง 5g.,93,930,10.0,
22,04,2026,HK,CPM Hongkong,R-Wonton egg past,Raw Wonton,194g*20in,JB,ซุปซอง 5g.,5,100,20.0,
29,04,2026,SG,CP FOODS SINGAPORE PTE. LTD,R-Wonton egg past,Raw Wonton,194g*20in,JB,ซุปซอง 5g.,250,5000,20.0,
29,04,2026,SG,CP FOODS SINGAPORE PTE. LTD,R-Minced egg past,Raw Wonton,90g*18in,BK,ซุปซอง 5g.,350,6300,18.0,
22,04,2026,HK,CPM Hongkong,R-Wonton egg past,Raw Wonton,101g*18in,S,ซุปซอง 5g.,309,5562,18.0,
08,04,2026,USA,"Bellisio Foods, Inc.",Minced ND,Cooked Wonton,258g*4c*6in,BK,Regular,800,19200,24.0,
08,04,2026,USA,"Bellisio Foods, Inc.",Minced ND,Cooked Wonton,258g*4c*6in,BK,Regular,800,19200,24.0,
,04,2026,MTFS,CPFGS,E+NDเส้นมัน+หมาล่า,Cooked Wonton,250g*12,SS,หมาล่า,500,6000,12.0,
,04,2026,.7-11,CPFGS,E+NDเส้นมัน+หมาล่า,Cooked Wonton,250g*24,SS,หมาล่า,1749,41976,24.0,
22,04,2026,HK,CPM Hongkong,R-Wonton egg past,Raw Wonton,101g*18in,S,ซุปซอง 5g.,1491,26838,18.0,
,04,2026,.7-11,ถ้วยใหม่,Wonton,Cooked Wonton,130g*24,SS,Regular,1466,35184,24.0,
22,04,2026,HK,CPM Hongkong,Wonton ND+V,Cooked Wonton,219g*24,HC,ซุปซอง 10g.,15,360,24.0,
29,04,2026,SG,CP FOODS SINGAPORE PTE. LTD,Wonton ND+V,Cooked Wonton,219g*24,HC,ซุปซอง 10g.,250,6000,24.0,
23,04,2026,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,792,28512,36.0,
23,04,2026,New Zealand,"Lim Brothers Import&Export Co.,Ltd.",Wonton ND+V,Cooked Wonton,305g*8,HC,Regular,420,3360,8.0,
23,04,2026,AUS,CPF Australia Pty Ltd.,Wonton ND+V+TY,Cooked Wonton,307g*4c*6in,M,TYEXSG+CO,390,9360,24.0,
07,05,2026,AUS,CPF Australia Pty Ltd.,Wonton ND+V+TY,Cooked Wonton,307g*4c*6in,M,TYEXSG+CO,390,9360,24.0,
16,04,2026,China,"Charoen Pokphand Import&Export Trading (Shanghai) Co., Ltd",R-Wonton no egg,Raw Wonton,630g*8in,S,ซุปซอง 5g.,924,7392,8.0,
,04,2026,.7-11,CPFGS,Wonton ND+เย็นตาโฟ,Cooked Wonton,225g*12,BK,เย็นตาโฟ,1414,16968,12.0,
05,05,2026,UK,Westbridge Foods Limited (One UK),Wonton,Cooked Wonton,148g*6c*6in,HC,Regular,1288,46368,36.0,
29,04,2026,SG,CP FOODS SINGAPORE PTE. LTD,Wonton,Cooked Wonton,145g*24,M,Regular,250,6000,24.0,
16,04,2026,Korea,Consumer Package Commerce,R-Minced no egg,Raw Wonton,530g*10inner,BK,ซุปซอง 5g.,555,5550,10.0,
,04,2026,.7-11,CPFGS,Wonton ND+เย็นตาโฟ,Cooked Wonton,225g*12,BK,เย็นตาโฟ,1378,16536,12.0,
22,04,2026,HK,CPM Hongkong,Wonton +TY,Cooked Wonton,115g*24,M,TYTB3C 30G,15,360,24.0,
29,04,2026,SG,CP FOODS SINGAPORE PTE. LTD,Wonton +TY,Cooked Wonton,115g*24,M,TYTB3C 30G,250,6000,24.0,
,04,2026,.7-11,ถ้วยใหม่,Wonton,Cooked Wonton,130g*24,SS,Regular,1614,38736,24.0,
16,04,2026,Korea,Consumer Package Commerce,R-Minced no egg,Raw Wonton,530g*10inner,BK,ซุปซอง 5g.,523,5230,10.0,
,04,2026,.7-11,CPFGS,Wonton ND+เย็นตาโฟ,Cooked Wonton,225g*12,BK,เย็นตาโฟ,1410,16920,12.0,
,04,2026,.7-11,ถ้วยใหม่,Wonton,Cooked Wonton,130g*24,SS,Regular,2145,51480,24.0,
,05,2026,.7-11,ถ้วยใหม่,Wonton,Cooked Wonton,130g*24,SS,Regular,66,1584,24.0,
22,04,2026,HK,CPM Hongkong,Minced ND+หมาล่า,Cooked Wonton,300g*24,BK,หมาล่า,15,360,24.0,
29,04,2026,SG,CP FOODS SINGAPORE PTE. LTD,Minced ND+หมาล่า,Cooked Wonton,300g*24,BK,หมาล่า,145,3480,24.0,
16,04,2026,Korea,Consumer Package Commerce,R-Minced no egg,Raw Wonton,530g*10inner,BK,ซุปซอง 5g.,508,5080,10.0,
,04,2026,.7-11,CPFGS,Wonton ND+เย็นตาโฟ,Cooked Wonton,225g*12,BK,เย็นตาโฟ,1355,16260,12.0,
,05,2026,.7-11,CPFGS,Wonton ND+เย็นตาโฟ,Cooked Wonton,225g*12,BK,เย็นตาโฟ,59,708,12.0,
,04,2026,.7-11,CPFGS,E+NDเส้นมัน+หมาล่า,Cooked Wonton,250g*24,SS,หมาล่า,2061,49464,24.0,
16,04,2026,Korea,Consumer Package Commerce,R-Minced no egg,Raw Wonton,530g*10inner,BK,ซุปซอง 5g.,470,4700,10.0,
,05,2026,.7-11,CPFGS,Wonton ND+เย็นตาโฟ,Cooked Wonton,225g*12,BK,เย็นตาโฟ,1379,16548,12.0,
,04,2026,.7-11,CPFGS,E+NDเส้นมัน+หมาล่า,Cooked Wonton,250g*24,SS,หมาล่า,2047,49128,24.0,
29,04,2026,SG,CP FOODS SINGAPORE PTE. LTD,R-Wonton egg past,Raw Wonton,154g*20in,S,ซุปซอง 5g.,1000,20000,20.0,
,04,2026,.7-11,CPFGS,E+NDเส้นมัน+หมาล่า,Cooked Wonton,250g*24,SS,หมาล่า,3369,80856,24.0,
28,04,2026,UK,Westbridge Foods Limited (One UK),Minced ND,Cooked Wonton,258g*4c*6in,BK,Regular,705,16920,24.0,
05,05,2026,USA,"Bellisio Foods, Inc.",Minced ND,Cooked Wonton,258g*4c*6in,BK,Regular,800,19200,24.0,
05,05,2026,USA,"Bellisio Foods, Inc.",Minced ND,Cooked Wonton,258g*4c*6in,BK,Regular,700,16800,24.0,
12,05,2026,CAN,Bellisio Foods Canada,Minced ND,Cooked Wonton,258g*12,BK,Regular,2600,31200,12.0,
28,05,2026,New Zealand,Lim Brothers,C-Minced WT in tray no egg,Cooked Wonton,117*2tray*8in,BK,Sesame 15g,216,3456,16.0,
,05,2026,.7-11,ถ้วยใหม่,Wonton,Cooked Wonton,130g*24,SS,Regular,1082,25968,24.0,
27,04,2026,SG,CP FOODS SINGAPORE PTE. LTD,Wonton ND+Kee Mao,Cooked Wonton,250g*24,M,Kee Mao,420,10080,24.0,
06,05,2026,AUS,CPF Australia Pty Ltd.(Woolworth),Minced ND+Kee Mao,Cooked Wonton,283g*5,BK,Kee Mao,5000,25000,5.0,
23,04,2026,New Zealand,"Lim Brothers Import&Export Co.,Ltd.",Minced ND+V+TK,Cooked Wonton,302g*8,BK,Tomkha+CM,600,4800,8.0,
28,05,2026,New Zealand,"Lim Brothers Import&Export Co.,Ltd.",Minced ND+V+TK,Cooked Wonton,302g*8,BK,Tomkha+CM,560,4480,8.0,
06,05,2026,AUS,CPF Australia Pty Ltd.(Woolworth),Minced ND+V+TK,Cooked Wonton,302g*5,BK,Tomkha+CM,5000,25000,5.0,
12,05,2026,Denmark,CPF DENMARK,Minced ND+V+TK,Cooked Wonton,302g*8,BK,Tomkha+CM,1750,14000,8.0,
,05,2026,.7-11,ถ้วยใหม่,Wonton,Cooked Wonton,130g*24,SS,Regular,1553,37272,24.0,
23,04,2026,New Zealand,"Lim Brothers Import&Export Co.,Ltd.",Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,792,28512,36.0,
30,04,2026,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,792,28512,36.0,
06,05,2026,AUS,CPF Australia Pty Ltd.(Woolworth),Wonton ND+V,Cooked Wonton ND No Egg with Pumpkin + Yu Choy,305g*5,HC,Regular,5000,25000,5.0,
12,05,2026,UK,Westbridge Foods Limited (One UK),Wonton,Cooked Wonton,148g*6c*6in,HC,Regular,1288,46368,36.0,
19,05,2026,UK,Westbridge Foods Limited (One UK),Wonton,Cooked Wonton,148g*6c*6in,HC,Regular,1288,46368,36.0,
,05,2026,.7-11,ถ้วยใหม่,Wonton,Cooked Wonton,130g*24,SS,Regular,1061,25464,24.0,
,04,2026,.7-11,CPFGS,E+NDเส้นมัน+หมาล่า,Cooked Wonton,250g*24,SS,หมาล่า,2440,58560,24.0,
,05,2026,.7-11,CPFGS,E+NDเส้นมัน+หมาล่า,Cooked Wonton,250g*24,SS,หมาล่า,2500,60000,24.0,
,05,2026,.7-11,Seven ถ้วยดำ,E+Wonton,Cooked Wonton,145g*24,M,Regular,5088,122112,24.0,
,05,2026,.7-11,CPFGS,Wonton ND+เย็นตาโฟ,Cooked Wonton,225g*12,BK,เย็นตาโฟ,1804,21648,12.0,
,06,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Minced WT,Cooked Wonton,135g*12,BK,Regular,300,3600,12.0,
,08,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,E+Minced WT,Cooked Wonton,135g*12,BK,Regular,27,324,12.0,
15,05,2026,Laos,บริษัท ปิก้าเทรดดิ้ง จำกัด,E+Wonton,Cooked Wonton,145g*12,M,Regular,100,1200,12.0,
,05,2026,.7-11,Seven ถ้วยดำ,E+Wonton,Cooked Wonton,145g*24,M,Regular,2393,57432,24.0,
,05,2026,.7-11,Seven ถ้วยดำ,E+Wonton,Cooked Wonton,145g*24,M,Regular,251,6024,24.0,
,05,2026,.7-11,CPFGS,Wonton ND+เย็นตาโฟ,Cooked Wonton,225g*12,BK,เย็นตาโฟ,1516,18192,12.0,
21,05,2026,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,792,28512,36.0,
21,05,2026,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,792,28512,36.0,
27,05,2026,AUS,CPF Australia Pty Ltd.,Wonton ND+V,Cooked Wonton,308g*6c*6in,HC,Regular,792,28512,36.0,
,05,2026,.7-11,ถ้วยใหม่,Wonton,Cooked Wonton,130g*24,SS,Regular,1089,26136,24.0,
18,05,2026,SG,CP FOODS SINGAPORE PTE. LTD,R-Wonton egg past,Raw Wonton,204g*20in,S,sesame 30g,1200,24000,20.0,
08,06,2026,CAN,Bellisio Foods Canada,Minced ND,Cooked Wonton,258g*12,BK,Regular,2600,31200,12.0,
21,05,2026,AUS,CPF Australia Pty Ltd.,Wonton ND+V+TY,Cooked Wonton,307g*4c*6in,M,TYEXSG+CO,390,9360,24.0,
27,05,2026,AUS,CPF Australia Pty Ltd.,Wonton ND+V+TY,Cooked Wonton,307g*4c*6in,M,TYEXSG+CO,390,9360,24.0,
28,05,2026,New Zealand,"Lim Brothers Import&Export Co.,Ltd.",Minced ND+V+TY,Cooked Wonton,302g*8,BK,TYEXSG+CO,60,480,8.0,
12,05,2026,Denmark,CPF DENMARK,Wonton ND+V+TY,Cooked Wonton,309g*8,M,TYANSSG+CM,1750,14000,8.0,
,05,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,Minced+ND+Kee Mao แห้ง,Cooked Wonton,235g*12,BK,Kee Mao,1667,20004,12.0,
,05,2026,MTFS,ซีพีเอฟ เทรดดิ้ง,Minced+ND+V+น้ำราดเป็ด,Cooked Wonton,235g*12,BK,น้ำราดเป็ด,1667,20004,12.0,
05,05,2026,USA,"Bellisio Foods, Inc.",Minced WT,Cooked Wonton,145g*6c*6,BK,Regular,450,19800,44.0,
,05,2026,.7-11,Seven ถ้วยดำ,E+Wonton,Cooked Wonton,145g*24,M,Regular,2249,53976,24.0,
02,06,2026,UK,Westbridge Foods Limited (One UK),Wonton,Cooked Wonton,148g*6c*6in,HC,Regular,1288,46368,36.0,
06,05,2026,USA,"Bellisio Foods, Inc.",Minced WT,Cooked Wonton,145g*6c*6,BK,Regular,300,19800,66.0,
08,06,2026,USA,"Bellisio Foods, Inc.",Minced WT,Cooked Wonton,145g*8,BK,Regular,5000,19800,3.96,
,05,2026,.7-11,ถ้วยใหม่,Wonton,Cooked Wonton,130g*24,SS,Regular,1237,29688,24.0,
,05,2026,ขายภายใน,ซีพีเอฟ เทรดดิ้ง,R-Wonton egg past,Raw Wonton,600g.*8 packs,M,,200,1600,8.0,
27,05,2026,Malay,CPM Malaysia,R-Wonton egg past,Raw Wonton,154g*20inner,S,ซุปซอง 5g.,100,2000,20.0,
